time,P,G(i),H_sun,T2m,WS10m,Int
21150128:2009,0.0,0.0,0.0,12.28,0.48,0.0
21150128:2109,0.0,0.0,0.0,11.56,0.83,0.0
21150128:2209,0.0,0.0,0.0,11.11,0.97,0.0
21150128:2309,0.0,0.0,0.0,9.03,1.31,0.0
21150129:0009,0.0,0.0,0.0,7.57,1.93,0.0
21150129:0109,0.0,0.0,0.0,7.31,1.59,0.0
21150129:0209,0.0,0.0,0.0,7.34,1.45,0.0
21150129:0309,0.0,0.0,0.0,7.15,1.45,0.0
21150129:0409,0.0,0.0,0.0,7.36,1.66,0.0
21150129:0509,0.0,0.0,0.0,7.97,1.72,0.0
21150129:0609,0.0,0.0,0.0,8.41,1.79,0.0
21150129:0709,0.0,0.0,0.0,8.59,1.79,0.0
21150129:0809,4829.52,94.18,7.34,9.13,1.79,0.0
21150129:0909,19573.09,314.9,17.84,10.92,2.14,0.0
21150129:1009,17604.25,285.69,26.9,12.37,2.14,0.0
21150129:1109,44100.94,718.05,33.78,13.53,1.66,0.0
21150129:1209,55801.68,930.76,37.58,14.18,1.79,0.0
21150129:1309,55095.81,919.27,37.62,14.9,1.93,0.0
21150129:1409,48087.96,788.96,33.9,15.06,2.14,0.0
21150129:1509,47246.99,769.27,27.08,14.96,2.34,0.0
21150129:1609,32265.85,519.33,18.06,14.73,2.28,0.0
21150129:1709,16244.12,276.97,7.58,14.05,2.0,0.0
21150129:1809,0.0,0.0,0.0,13.07,1.66,0.0
21150129:1909,0.0,0.0,0.0,12.81,1.38,0.0
21150129:2009,0.0,0.0,0.0,12.24,1.72,0.0
21150129:2109,0.0,0.0,0.0,11.9,1.93,0.0
21150129:2209,0.0,0.0,0.0,11.76,2.14,0.0
21150129:2309,0.0,0.0,0.0,11.55,2.34,0.0
21150130:0009,0.0,0.0,0.0,11.52,2.62,0.0
21150130:0109,0.0,0.0,0.0,11.4,2.69,0.0
21150130:0209,0.0,0.0,0.0,11.36,2.69,0.0
21150130:0309,0.0,0.0,0.0,11.34,3.03,0.0
21150130:0409,0.0,0.0,0.0,11.44,3.17,0.0
21150130:0509,0.0,0.0,0.0,11.7,3.24,0.0
21150130:0609,0.0,0.0,0.0,11.86,3.31,0.0
21150130:0709,0.0,0.0,0.0,12.2,3.24,0.0
21150130:0809,10035.5,183.78,7.48,12.45,3.03,0.0
21150130:0909,19767.4,320.11,18.01,13.05,2.76,0.0
21150130:1009,26011.69,415.4,27.1,14.19,3.38,0.0
21150130:1109,23895.6,385.02,34.01,15.02,3.45,0.0
21150130:1209,15132.94,252.15,37.84,16.06,3.72,0.0
21150130:1309,15648.3,260.73,37.9,16.66,3.79,0.0
21150130:1409,39556.04,637.76,34.17,16.5,3.66,0.0
21150130:1509,28306.91,454.7,27.33,16.32,3.59,0.0
21150130:1609,27484.91,442.12,18.29,15.93,3.31,0.0
21150130:1709,14471.09,248.92,7.79,15.45,2.76,0.0
21150130:1809,0.0,0.0,0.0,14.59,2.41,0.0
21150130:1909,0.0,0.0,0.0,14.43,2.34,0.0
21150130:2009,0.0,0.0,0.0,14.15,2.41,0.0
21150130:2109,0.0,0.0,0.0,13.92,2.48,0.0
21150130:2209,0.0,0.0,0.0,13.73,2.62,0.0
21150130:2309,0.0,0.0,0.0,13.8,2.83,0.0
21150131:0009,0.0,0.0,0.0,13.77,3.03,0.0
21150131:0109,0.0,0.0,0.0,13.67,3.03,0.0
21150131:0209,0.0,0.0,0.0,13.69,3.1,0.0
21150131:0309,0.0,0.0,0.0,13.75,3.24,0.0
21150131:0409,0.0,0.0,0.0,13.86,3.31,0.0
21150131:0509,0.0,0.0,0.0,13.91,3.38,0.0
21150131:0609,0.0,0.0,0.0,14.01,3.59,0.0
21150131:0709,0.0,0.0,0.0,14.37,4.34,0.0
21150131:0809,3113.42,66.21,7.62,14.19,4.55,0.0
21150131:0909,11902.64,200.55,18.18,14.57,4.55,0.0
21150131:1009,12088.59,203.75,27.3,15.35,5.45,0.0
21150131:1109,45041.34,715.7,34.25,15.65,5.79,0.0
21150131:1209,27693.63,442.41,38.11,16.2,6.34,0.0
21150131:1309,25840.16,414.41,38.18,16.56,6.48,0.0
21150131:1409,31720.89,504.82,34.44,16.36,6.0,0.0
21150131:1509,19240.65,311.89,27.58,15.81,5.38,0.0
21150131:1609,6502.35,118.33,18.52,15.19,5.66,0.0
21150131:1709,1403.39,35.64,8.0,14.27,5.17,0.0
21150131:1809,0.0,0.0,0.0,13.52,4.48,0.0
21150131:1909,0.0,0.0,0.0,13.33,4.0,0.0
21150131:2009,0.0,0.0,0.0,12.94,3.93,0.0
21150131:2109,0.0,0.0,0.0,12.38,4.07,0.0
21150131:2209,0.0,0.0,0.0,12.26,3.86,0.0
21150131:2309,0.0,0.0,0.0,12.15,3.38,0.0
21150201:0009,0.0,0.0,0.0,12.08,2.9,0.0
21150201:0109,0.0,0.0,0.0,11.82,2.62,0.0
21150201:0209,0.0,0.0,0.0,11.45,2.34,0.0
21150201:0309,0.0,0.0,0.0,10.98,2.14,0.0
21150201:0409,0.0,0.0,0.0,10.66,2.14,0.0
21150201:0509,0.0,0.0,0.0,10.5,2.14,0.0
21150201:0609,0.0,0.0,0.0,10.29,2.28,0.0
21150201:0709,0.0,0.0,0.0,9.75,2.34,0.0
21150201:0809,10269.27,185.35,7.77,9.37,2.21,0.0
21150201:0909,18896.82,304.99,18.35,11.04,1.93,0.0
21150201:1009,35134.11,554.68,27.51,12.07,3.1,0.0
21150201:1109,32177.05,509.68,34.5,12.6,3.24,0.0
21150201:1209,56364.86,914.7,38.39,12.87,3.24,0.0
21150201:1309,51090.57,823.64,38.46,13.15,3.31,0.0
21150201:1409,51366.08,826.52,34.72,12.93,3.24,0.0
21150201:1509,47615.87,761.18,27.84,13.01,3.17,0.0
21150201:1609,33233.57,526.89,18.75,12.72,3.03,0.0
21150201:1709,14420.24,244.06,8.21,12.17,2.69,0.0
21150201:1809,0.0,0.0,0.0,10.87,2.34,0.0
21150201:1909,0.0,0.0,0.0,10.09,2.69,0.0
21150201:2009,0.0,0.0,0.0,9.38,2.69,0.0
21150201:2109,0.0,0.0,0.0,8.94,2.62,0.0
21150201:2209,0.0,0.0,0.0,8.44,2.55,0.0
21150201:2309,0.0,0.0,0.0,8.04,2.41,0.0
21150202:0009,0.0,0.0,0.0,7.46,2.21,0.0
21150202:0109,0.0,0.0,0.0,6.71,2.07,0.0
21150202:0209,0.0,0.0,0.0,6.17,2.07,0.0
21150202:0309,0.0,0.0,0.0,5.82,2.21,0.0
21150202:0409,0.0,0.0,0.0,5.56,2.48,0.0
21150202:0509,0.0,0.0,0.0,5.48,2.55,0.0
21150202:0609,0.0,0.0,0.0,5.64,2.48,0.0
21150202:0709,0.0,0.0,0.0,6.02,2.34,0.0
21150202:0809,6620.0,122.11,7.92,6.27,2.21,0.0
21150202:0909,12156.14,200.18,18.53,8.27,1.79,0.0
21150202:1009,12830.14,212.73,27.73,10.85,1.52,0.0
21150202:1109,13675.66,228.7,34.75,12.51,0.41,0.0
21150202:1209,16594.78,273.91,38.66,13.41,1.24,0.0
21150202:1309,17441.06,287.02,38.75,14.04,1.79,0.0
21150202:1409,17603.49,288.68,35.0,14.17,2.28,0.0
21150202:1509,13374.34,223.28,28.1,14.01,2.34,0.0
21150202:1609,12814.96,213.92,18.98,13.6,2.07,0.0
21150202:1709,14390.64,245.09,8.42,12.86,1.59,0.0
21150202:1809,0.0,0.0,0.0,11.72,1.45,0.0
21150202:1909,0.0,0.0,0.0,11.07,1.31,0.0
21150202:2009,0.0,0.0,0.0,10.32,1.03,0.0
21150202:2109,0.0,0.0,0.0,9.92,0.97,0.0
21150202:2209,0.0,0.0,0.0,8.93,1.59,0.0
21150202:2309,0.0,0.0,0.0,8.84,1.86,0.0
21150203:0009,0.0,0.0,0.0,8.49,2.0,0.0
21150203:0109,0.0,0.0,0.0,8.02,2.21,0.0
21150203:0209,0.0,0.0,0.0,7.87,2.41,0.0
21150203:0309,0.0,0.0,0.0,7.5,2.55,0.0
21150203:0409,0.0,0.0,0.0,7.41,2.55,0.0
21150203:0509,0.0,0.0,0.0,7.49,2.62,0.0
21150203:0609,0.0,0.0,0.0,7.75,2.76,0.0
21150203:0709,0.0,0.0,0.0,8.77,2.9,0.0
21150203:0809,8414.27,153.34,8.08,9.11,2.9,0.0
21150203:0909,20285.03,324.5,18.72,10.55,2.69,0.0
21150203:1009,15753.8,257.6,27.95,12.69,2.83,0.0
21150203:1109,22383.67,360.42,35.0,13.7,2.97,0.0
21150203:1209,23891.04,384.48,38.95,14.24,3.38,0.0
21150203:1309,10521.26,180.1,39.05,14.38,3.59,0.0
21150203:1409,14656.29,243.11,35.28,14.52,3.59,0.0
21150203:1509,13508.68,224.95,28.36,14.21,3.31,0.0
21150203:1609,20393.57,328.95,19.22,14.02,2.9,0.0
21150203:1709,7078.43,128.98,8.63,13.68,2.41,0.0
21150203:1809,0.0,0.0,0.0,13.05,2.34,0.0
21150203:1909,0.0,0.0,0.0,12.61,2.28,0.0
21150203:2009,0.0,0.0,0.0,12.28,2.41,0.0
21150203:2109,0.0,0.0,0.0,11.78,2.62,0.0
21150203:2209,0.0,0.0,0.0,11.64,2.76,0.0
21150203:2309,0.0,0.0,0.0,11.79,2.9,0.0
21150204:0009,0.0,0.0,0.0,11.81,3.17,0.0
21150204:0109,0.0,0.0,0.0,11.59,3.38,0.0
21150204:0209,0.0,0.0,0.0,11.34,3.66,0.0
21150204:0309,0.0,0.0,0.0,11.42,3.93,0.0
21150204:0409,0.0,0.0,0.0,11.4,4.34,0.0
21150204:0509,0.0,0.0,0.0,11.39,4.9,0.0
21150204:0609,0.0,0.0,0.0,11.44,4.62,0.0
21150204:0709,0.0,0.0,0.0,11.31,5.1,0.0
21150204:0809,2638.28,56.95,8.24,11.09,5.17,0.0
21150204:0909,5924.75,107.85,18.91,11.58,5.52,0.0
21150204:1009,13498.06,221.63,28.17,11.84,5.59,0.0
21150204:1109,18088.49,289.37,35.26,11.31,6.21,0.0
21150204:1209,7646.17,134.14,39.24,11.55,5.1,0.0
21150204:1309,8571.39,148.21,39.35,11.61,4.9,0.0
21150204:1409,16612.23,267.94,35.56,11.14,4.9,0.0
21150204:1509,8206.31,142.58,28.62,11.41,4.83,0.0
21150204:1609,7449.59,130.83,19.45,11.2,4.41,0.0
21150204:1709,6601.02,119.79,8.84,11.26,4.34,0.0
21150204:1809,0.0,0.0,0.0,10.73,3.86,0.0
21150204:1909,0.0,0.0,0.0,10.4,3.72,0.0
21150204:2009,0.0,0.0,0.0,10.07,3.52,0.0
21150204:2109,0.0,0.0,0.0,9.9,3.24,0.0
21150204:2209,0.0,0.0,0.0,9.49,2.97,0.0
21150204:2309,0.0,0.0,0.0,9.18,2.69,0.0
21150205:0009,0.0,0.0,0.0,8.8,2.55,0.0
21150205:0109,0.0,0.0,0.0,8.61,2.62,0.0
21150205:0209,0.0,0.0,0.0,8.42,2.76,0.0
21150205:0309,0.0,0.0,0.0,8.29,2.9,0.0
21150205:0409,0.0,0.0,0.0,8.32,3.03,0.0
21150205:0509,0.0,0.0,0.0,8.17,2.9,0.0
21150205:0609,0.0,0.0,0.0,8.03,2.62,0.0
21150205:0709,0.0,0.0,0.0,7.84,2.14,0.0
21150205:0809,11308.34,200.7,8.41,7.27,1.66,0.0
21150205:0909,27024.2,429.98,19.11,9.37,1.45,0.0
21150205:1009,46208.68,735.07,28.4,10.84,2.48,0.0
21150205:1109,51376.71,826.66,35.53,11.36,2.55,0.0
21150205:1209,55491.25,903.15,39.53,11.86,2.55,0.0
21150205:1309,56094.65,914.83,39.65,12.01,2.55,0.0
21150205:1409,56852.14,927.08,35.85,12.16,2.55,0.0
21150205:1509,46363.52,742.02,28.88,12.0,2.48,0.0
21150205:1609,33451.41,529.84,19.69,11.61,2.41,0.0
21150205:1709,15542.8,260.21,9.05,10.95,2.21,0.0
21150205:1809,0.0,0.0,0.0,9.73,1.86,0.0
21150205:1909,0.0,0.0,0.0,8.82,1.72,0.0
21150205:2009,0.0,0.0,0.0,7.68,1.52,0.0
21150205:2109,0.0,0.0,0.0,7.99,0.97,0.0
21150205:2209,0.0,0.0,0.0,8.75,0.55,0.0
21150205:2309,0.0,0.0,0.0,8.67,0.69,0.0
21150206:0009,0.0,0.0,0.0,8.44,0.69,0.0
21150206:0109,0.0,0.0,0.0,8.24,0.48,0.0
21150206:0209,0.0,0.0,0.0,7.09,0.83,0.0
21150206:0309,0.0,0.0,0.0,4.26,1.38,0.0
21150206:0409,0.0,0.0,0.0,4.15,1.79,0.0
21150206:0509,0.0,0.0,0.0,4.79,2.07,0.0
21150206:0609,0.0,0.0,0.0,5.21,2.41,0.0
21150206:0709,0.0,0.0,0.0,5.47,1.93,0.0
21150206:0809,7355.47,133.55,8.58,5.8,1.66,0.0
21150206:0909,15176.2,244.55,19.31,7.41,1.66,0.0
21150206:1009,5550.57,101.31,28.64,8.69,1.86,0.0
21150206:1109,41066.45,650.83,35.8,9.91,2.14,0.0
21150206:1209,31522.79,499.15,39.83,10.53,2.21,0.0
21150206:1309,5551.33,102.24,39.96,11.15,2.55,0.0
21150206:1409,9558.09,163.21,36.15,11.03,2.83,0.0
21150206:1509,5612.05,103.18,29.15,11.17,2.62,0.0
21150206:1609,2304.32,50.65,19.92,11.05,2.41,0.0
21150206:1709,9699.26,167.74,9.27,10.23,2.21,0.0
21150206:1809,0.0,0.0,0.0,9.66,1.66,0.0
21150206:1909,0.0,0.0,0.0,9.2,1.52,0.0
21150206:2009,0.0,0.0,0.0,8.6,1.52,0.0
21150206:2109,0.0,0.0,0.0,8.2,1.45,0.0
21150206:2209,0.0,0.0,0.0,7.62,1.59,0.0
21150206:2309,0.0,0.0,0.0,7.28,1.79,0.0
21150207:0009,0.0,0.0,0.0,6.93,1.86,0.0
21150207:0109,0.0,0.0,0.0,6.42,1.93,0.0
21150207:0209,0.0,0.0,0.0,5.96,1.93,0.0
21150207:0309,0.0,0.0,0.0,5.68,2.0,0.0
21150207:0409,0.0,0.0,0.0,5.62,2.21,0.0
21150207:0509,0.0,0.0,0.0,5.79,2.34,0.0
21150207:0609,0.0,0.0,0.0,5.47,2.48,0.0
21150207:0709,0.0,0.0,0.0,6.18,2.62,0.0
21150207:0809,11621.81,204.15,8.76,6.07,2.62,0.0
21150207:0909,30139.13,471.42,19.51,7.57,2.62,0.0
21150207:1009,47138.45,745.71,28.88,9.65,2.55,0.0
21150207:1109,53613.48,865.37,36.08,11.13,2.48,0.0
21150207:1209,49804.06,805.81,40.13,12.08,2.41,0.0
21150207:1309,35087.05,560.89,40.27,12.81,2.48,0.0
21150207:1409,55732.61,912.06,36.44,12.93,2.48,0.0
21150207:1509,44221.62,709.51,29.41,12.96,2.48,0.0
21150207:1609,34740.19,551.67,20.16,12.15,2.48,0.0
21150207:1709,15945.07,267.42,9.48,11.66,1.93,0.0
21150207:1809,0.0,0.0,0.0,10.92,1.31,0.0
21150207:1909,0.0,0.0,0.0,9.75,1.24,0.0
21150207:2009,0.0,0.0,0.0,8.46,1.45,0.0
21150207:2109,0.0,0.0,0.0,7.21,1.72,0.0
21150207:2209,0.0,0.0,0.0,6.43,1.79,0.0
21150207:2309,0.0,0.0,0.0,5.99,1.86,0.0
21150208:0009,0.0,0.0,0.0,5.76,1.93,0.0
21150208:0109,0.0,0.0,0.0,5.63,2.0,0.0
21150208:0209,0.0,0.0,0.0,5.31,2.07,0.0
21150208:0309,0.0,0.0,0.0,5.28,2.0,0.0
21150208:0409,0.0,0.0,0.0,5.06,2.0,0.0
21150208:0509,0.0,0.0,0.0,5.0,1.93,0.0
21150208:0609,0.0,0.0,0.0,4.73,1.93,0.0
21150208:0709,0.0,0.0,0.0,4.8,1.79,0.0
21150208:0809,9519.38,168.5,8.95,4.99,1.52,0.0
21150208:0909,27322.48,432.8,19.73,8.23,1.31,0.0
21150208:1009,42806.84,680.94,29.12,10.55,2.07,0.0
21150208:1109,56563.72,919.81,36.36,11.9,2.55,0.0
21150208:1209,61409.17,1013.51,40.44,12.94,2.69,0.0
21150208:1309,38775.03,621.2,40.58,13.53,2.9,0.0
21150208:1409,56427.86,921.99,36.74,14.04,3.1,0.0
21150208:1509,37585.68,600.05,29.68,14.23,3.1,0.0
21150208:1609,30146.72,479.65,20.4,13.93,3.38,0.0
21150208:1709,15441.86,259.79,9.69,13.11,3.24,0.0
21150208:1809,0.0,0.0,0.0,11.57,3.03,0.0
21150208:1909,0.0,0.0,0.0,10.28,2.69,0.0
21150208:2009,0.0,0.0,0.0,9.63,2.41,0.0
21150208:2109,0.0,0.0,0.0,9.07,2.34,0.0
21150208:2209,0.0,0.0,0.0,8.48,2.28,0.0
21150208:2309,0.0,0.0,0.0,7.96,2.14,0.0
21150209:0009,0.0,0.0,0.0,7.29,2.0,0.0
21150209:0109,0.0,0.0,0.0,6.59,1.86,0.0
21150209:0209,0.0,0.0,0.0,6.03,1.72,0.0
21150209:0309,0.0,0.0,0.0,5.47,1.59,0.0
21150209:0409,0.0,0.0,0.0,4.88,1.52,0.0
21150209:0509,0.0,0.0,0.0,4.4,1.59,0.0
21150209:0609,0.0,0.0,0.0,4.22,1.79,0.0
21150209:0709,0.0,0.0,0.0,4.46,1.72,0.0
21150209:0809,13221.78,230.55,9.14,4.86,1.38,0.0
21150209:0909,30216.55,483.87,19.94,8.57,0.48,0.0
21150209:1009,45224.26,744.71,29.37,11.58,0.41,0.0
21150209:1109,54500.0,916.83,36.64,13.18,0.9,0.0
21150209:1209,59691.56,1023.44,40.76,14.64,1.1,0.0
21150209:1309,59750.0,1025.05,40.9,15.52,1.31,0.0
21150209:1409,56732.97,952.3,37.04,15.38,1.86,0.0
21150209:1509,47454.96,773.86,29.95,14.65,2.21,0.0
21150209:1609,7721.31,136.87,20.64,13.76,2.14,0.0
21150209:1709,1784.41,42.21,9.91,13.02,1.79,0.0
21150209:1809,0.0,0.0,0.0,12.12,1.93,0.0
21150209:1909,0.0,0.0,0.0,12.09,1.93,0.0
21150209:2009,0.0,0.0,0.0,11.5,2.0,0.0
21150209:2109,0.0,0.0,0.0,11.21,1.79,0.0
21150209:2209,0.0,0.0,0.0,10.94,1.66,0.0
21150209:2309,0.0,0.0,0.0,10.16,1.24,0.0
21150210:0009,0.0,0.0,0.0,9.49,1.38,0.0
21150210:0109,0.0,0.0,0.0,8.7,1.52,0.0
21150210:0209,0.0,0.0,0.0,8.49,1.66,0.0
21150210:0309,0.0,0.0,0.0,8.59,1.86,0.0
21150210:0409,0.0,0.0,0.0,8.53,1.66,0.0
21150210:0509,0.0,0.0,0.0,8.73,1.45,0.0
21150210:0609,0.0,0.0,0.0,8.61,0.97,0.0
21150210:0709,0.0,0.0,0.0,9.91,0.48,0.0
21150210:0809,8423.38,153.46,9.33,9.65,0.69,0.0
21150210:0909,29591.89,478.52,20.16,11.17,0.69,0.0
21150210:1009,44812.88,736.21,29.63,12.56,0.76,0.0
21150210:1109,53884.45,918.13,36.93,13.51,0.41,0.0
21150210:1209,59007.7,1040.33,41.07,14.65,0.14,0.0
21150210:1309,59227.05,1027.8,41.22,15.53,0.83,0.0
21150210:1409,56350.44,955.01,37.34,16.01,1.52,0.0
21150210:1509,47520.23,782.58,30.22,15.98,2.0,0.0
21150210:1609,33958.42,546.96,20.88,15.26,2.55,0.0
21150210:1709,15750.77,266.86,10.12,14.3,2.14,0.0
21150210:1809,0.0,0.0,0.0,13.05,1.79,0.0
21150210:1909,0.0,0.0,0.0,12.28,1.93,0.0
21150210:2009,0.0,0.0,0.0,11.52,1.72,0.0
21150210:2109,0.0,0.0,0.0,10.47,1.38,0.0
21150210:2209,0.0,0.0,0.0,11.46,0.62,0.0
21150210:2309,0.0,0.0,0.0,10.95,0.62,0.0
21150211:0009,0.0,0.0,0.0,8.39,1.52,0.0
21150211:0109,0.0,0.0,0.0,7.2,1.72,0.0
21150211:0209,0.0,0.0,0.0,6.77,1.72,0.0
21150211:0309,0.0,0.0,0.0,6.68,1.72,0.0
21150211:0409,0.0,0.0,0.0,6.61,2.0,0.0
21150211:0509,0.0,0.0,0.0,6.63,2.0,0.0
21150211:0609,0.0,0.0,0.0,6.45,1.86,0.0
21150211:0709,0.0,0.0,0.0,6.2,1.24,0.0
21150211:0809,11127.7,196.26,9.53,6.55,1.03,0.0
21150211:0909,24361.62,389.86,20.39,9.18,0.69,0.0
21150211:1009,42871.36,705.24,29.89,11.93,0.34,0.0
21150211:1109,45879.27,763.85,37.23,14.13,0.76,0.0
21150211:1209,23637.54,387.09,41.4,15.3,1.38,0.0
21150211:1309,51466.27,859.74,41.55,15.74,1.79,0.0
21150211:1409,52907.61,879.58,37.64,15.34,2.0,0.0
21150211:1509,39248.65,634.83,30.49,14.36,1.93,0.0
21150211:1609,32240.8,519.32,21.12,13.97,1.72,0.0
21150211:1709,14810.37,251.85,10.33,13.79,1.31,0.0
21150211:1809,0.0,0.0,0.0,12.88,1.45,0.0
21150211:1909,0.0,0.0,0.0,12.36,1.66,0.0
21150211:2009,0.0,0.0,0.0,11.39,1.38,0.0
21150211:2109,0.0,0.0,0.0,10.8,0.97,0.0
21150211:2209,0.0,0.0,0.0,11.13,0.55,0.0
21150211:2309,0.0,0.0,0.0,10.88,0.48,0.0
21150212:0009,0.0,0.0,0.0,10.11,0.76,0.0
21150212:0109,0.0,0.0,0.0,9.51,0.83,0.0
21150212:0209,0.0,0.0,0.0,9.61,0.69,0.0
21150212:0309,0.0,0.0,0.0,9.46,0.83,0.0
21150212:0409,0.0,0.0,0.0,9.58,0.76,0.0
21150212:0509,0.0,0.0,0.0,9.52,0.9,0.0
21150212:0609,0.0,0.0,0.0,9.62,0.97,0.0
21150212:0709,0.0,0.0,0.0,9.65,0.69,0.0
21150212:0809,7738.76,141.73,9.73,9.81,0.62,0.0
21150212:0909,19293.02,313.34,20.62,10.98,0.62,0.0
21150212:1009,42962.44,696.66,30.15,11.29,0.97,0.0
21150212:1109,55485.94,930.49,37.53,12.16,0.9,0.0
21150212:1209,55747.79,952.12,41.72,13.77,0.69,0.0
21150212:1309,56009.65,957.82,41.88,14.45,0.83,0.0
21150212:1409,51884.48,867.86,37.95,15.03,1.45,0.0
21150212:1509,48771.82,800.54,30.77,15.15,2.07,0.0
21150212:1609,35603.93,572.72,21.36,14.71,2.48,0.0
21150212:1709,17359.85,292.13,10.55,14.01,2.21,0.0
21150212:1809,0.0,0.0,0.0,13.15,1.59,0.0
21150212:1909,0.0,0.0,0.0,12.18,1.52,0.0
21150212:2009,0.0,0.0,0.0,11.06,1.52,0.0
21150212:2109,0.0,0.0,0.0,10.37,1.59,0.0
21150212:2209,0.0,0.0,0.0,9.88,1.52,0.0
21150212:2309,0.0,0.0,0.0,9.48,1.52,0.0
21150213:0009,0.0,0.0,0.0,9.09,1.52,0.0
21150213:0109,0.0,0.0,0.0,8.76,1.52,0.0
21150213:0209,0.0,0.0,0.0,8.57,1.52,0.0
21150213:0309,0.0,0.0,0.0,8.07,1.45,0.0
21150213:0409,0.0,0.0,0.0,7.84,1.24,0.0
21150213:0509,0.0,0.0,0.0,7.8,1.17,0.0
21150213:0609,0.0,0.0,0.0,7.77,1.17,0.0
21150213:0709,0.0,0.0,0.0,7.75,1.38,0.0
21150213:0809,9220.33,165.23,9.94,8.33,1.03,0.0
21150213:0909,21976.09,354.67,20.85,11.07,0.97,0.0
21150213:1009,35138.66,565.92,30.42,12.53,1.24,0.0
21150213:1109,54537.19,913.23,37.83,13.66,1.24,0.0
21150213:1209,60030.07,1020.85,42.05,14.73,1.52,0.0
21150213:1309,42916.14,704.58,42.21,15.32,1.86,0.0
21150213:1409,35277.56,571.38,38.26,15.43,2.34,0.0
21150213:1509,42151.82,681.38,31.04,15.2,2.69,0.0
21150213:1609,35195.59,564.82,21.6,14.63,2.69,0.0
21150213:1709,16268.41,274.21,10.76,14.1,2.48,0.0
21150213:1809,0.0,0.0,0.0,12.92,2.07,0.0
21150213:1909,0.0,0.0,0.0,11.9,2.0,0.0
21150213:2009,0.0,0.0,0.0,11.23,1.79,0.0
21150213:2109,0.0,0.0,0.0,10.46,1.72,0.0
21150213:2209,0.0,0.0,0.0,9.96,1.59,0.0
21150213:2309,0.0,0.0,0.0,10.42,1.03,0.0
21150214:0009,0.0,0.0,0.0,8.49,1.38,0.0
21150214:0109,0.0,0.0,0.0,7.45,1.52,0.0
21150214:0209,0.0,0.0,0.0,7.32,1.66,0.0
21150214:0309,0.0,0.0,0.0,6.94,1.79,0.0
21150214:0409,0.0,0.0,0.0,6.78,1.86,0.0
21150214:0509,0.0,0.0,0.0,6.98,2.0,0.0
21150214:0609,0.0,0.0,0.0,7.56,1.93,0.0
21150214:0709,0.0,0.0,0.0,8.25,2.07,0.0
21150214:0809,12187.26,214.96,10.15,8.99,2.28,0.0
21150214:0909,30665.88,487.59,21.09,10.31,2.07,0.0
21150214:1009,44673.98,723.57,30.69,12.59,1.66,0.0
21150214:1109,37846.02,623.4,38.14,14.03,0.55,0.0
21150214:1209,47180.2,793.39,42.39,15.03,0.76,0.0
21150214:1309,47624.97,795.24,42.54,15.9,1.45,0.0
21150214:1409,55094.29,924.33,38.57,16.21,2.0,0.0
21150214:1509,47448.88,781.21,31.32,16.26,2.14,0.0
21150214:1609,35594.82,577.02,21.84,15.8,2.21,0.0
21150214:1709,17797.79,299.96,10.97,14.87,2.34,0.0
21150214:1809,0.0,0.0,0.0,13.31,2.0,0.0
21150214:1909,0.0,0.0,0.0,12.22,1.86,0.0
21150214:2009,0.0,0.0,0.0,11.28,1.52,0.0
21150214:2109,0.0,0.0,0.0,10.11,1.66,0.0
21150214:2209,0.0,0.0,0.0,9.07,2.0,0.0
21150214:2309,0.0,0.0,0.0,8.46,2.0,0.0
21150215:0009,0.0,0.0,0.0,8.19,2.21,0.0
21150215:0109,0.0,0.0,0.0,8.19,2.55,0.0
21150215:0209,0.0,0.0,0.0,8.49,2.69,0.0
21150215:0309,0.0,0.0,0.0,8.65,2.69,0.0
21150215:0409,0.0,0.0,0.0,8.75,2.76,0.0
21150215:0509,0.0,0.0,0.0,9.05,2.9,0.0
21150215:0609,0.0,0.0,0.0,9.12,3.1,0.0
21150215:0709,0.0,0.0,0.0,9.96,3.17,0.0
21150215:0809,6570.66,121.48,10.37,10.59,3.17,0.0
21150215:0909,15572.4,254.47,21.34,12.17,3.17,0.0
21150215:1009,25462.93,406.06,30.97,13.88,3.93,0.0
21150215:1109,44775.69,717.73,38.46,15.29,4.34,0.0
21150215:1209,44493.34,717.84,42.73,16.25,4.34,0.0
21150215:1309,28337.27,457.08,42.88,16.63,4.48,0.0
21150215:1409,33440.02,535.48,38.88,16.31,4.76,0.0
21150215:1509,9908.75,171.5,31.59,15.98,4.9,0.0
21150215:1609,7213.54,129.52,22.08,15.14,4.28,0.0
21150215:1709,5421.54,102.23,11.19,14.72,3.72,0.0
21150215:1809,0.0,0.0,0.0,14.02,2.55,0.0
21150215:1909,0.0,0.0,0.0,13.5,2.34,0.0
21150215:2009,0.0,0.0,0.0,12.96,1.93,0.0
21150215:2109,0.0,0.0,0.0,12.71,1.66,0.0
21150215:2209,0.0,0.0,0.0,12.32,1.59,0.0
21150215:2309,0.0,0.0,0.0,11.78,1.45,0.0
21150216:0009,0.0,0.0,0.0,11.02,1.45,0.0
21150216:0109,0.0,0.0,0.0,10.78,1.66,0.0
21150216:0209,0.0,0.0,0.0,10.27,1.66,0.0
21150216:0309,0.0,0.0,0.0,10.1,1.79,0.0
21150216:0409,0.0,0.0,0.0,10.17,1.86,0.0
21150216:0509,0.0,0.0,0.0,10.11,1.93,0.0
21150216:0609,0.0,0.0,0.0,10.23,1.86,0.0
21150216:0709,0.0,0.0,0.0,10.99,1.24,0.0
