time,P,G(i),H_sun,T2m,WS10m,Int
21150110:0809,1328.25,33.74,5.8,7.48,2.48,0.0
21150110:0909,28954.33,458.27,15.82,9.49,2.14,0.0
21150110:1009,39767.81,639.88,24.3,12.6,1.59,0.0
21150110:1109,4942.61,94.74,30.53,15.69,1.1,0.0
21150110:1209,53308.37,925.0,33.75,17.84,0.62,0.0
21150110:1309,54174.38,942.6,33.45,19.17,0.9,0.0
21150110:1409,50565.34,863.51,29.66,19.4,1.31,0.0
21150110:1509,42440.24,709.55,23.0,19.02,1.38,0.0
21150110:1609,28794.94,476.49,14.22,18.21,1.17,0.0
21150110:1709,7304.62,138.84,3.99,16.97,1.03,0.0
21150110:1809,0.0,0.0,0.0,15.11,0.83,0.0
21150110:1909,0.0,0.0,0.0,12.85,1.59,0.0
21150110:2009,0.0,0.0,0.0,11.23,2.07,0.0
21150110:2109,0.0,0.0,0.0,9.63,1.72,0.0
21150110:2209,0.0,0.0,0.0,8.79,1.52,0.0
21150110:2309,0.0,0.0,0.0,8.51,1.38,0.0
21150111:0009,0.0,0.0,0.0,8.78,1.31,0.0
21150111:0109,0.0,0.0,0.0,9.27,1.45,0.0
21150111:0209,0.0,0.0,0.0,9.14,1.79,0.0
21150111:0309,0.0,0.0,0.0,8.56,1.93,0.0
21150111:0409,0.0,0.0,0.0,8.08,2.0,0.0
21150111:0509,0.0,0.0,0.0,7.69,1.93,0.0
21150111:0609,0.0,0.0,0.0,7.1,1.86,0.0
21150111:0709,0.0,0.0,0.0,7.44,1.79,0.0
21150111:0809,11701.5,207.32,5.83,7.21,1.59,0.0
21150111:0909,30539.12,493.02,15.87,10.55,0.62,0.0
21150111:1009,36318.15,596.99,24.38,14.21,0.34,0.0
21150111:1109,27367.26,447.3,30.64,15.59,0.9,0.0
21150111:1209,27994.2,455.15,33.89,15.75,1.72,0.0
21150111:1309,26807.12,434.79,33.61,15.49,1.93,0.0
21150111:1409,16330.64,270.51,29.84,15.3,1.72,0.0
21150111:1509,26690.24,432.45,23.17,15.43,1.45,0.0
21150111:1609,8733.81,153.45,14.39,15.42,1.03,0.0
21150111:1709,4185.88,85.36,4.15,14.9,1.17,0.0
21150111:1809,0.0,0.0,0.0,13.91,1.72,0.0
21150111:1909,0.0,0.0,0.0,13.4,1.72,0.0
21150111:2009,0.0,0.0,0.0,12.91,1.66,0.0
21150111:2109,0.0,0.0,0.0,12.41,1.52,0.0
21150111:2209,0.0,0.0,0.0,12.11,1.66,0.0
21150111:2309,0.0,0.0,0.0,11.97,1.93,0.0
21150112:0009,0.0,0.0,0.0,11.83,2.21,0.0
21150112:0109,0.0,0.0,0.0,11.67,2.34,0.0
21150112:0209,0.0,0.0,0.0,11.48,2.28,0.0
21150112:0309,0.0,0.0,0.0,11.21,2.21,0.0
21150112:0409,0.0,0.0,0.0,10.8,2.21,0.0
21150112:0509,0.0,0.0,0.0,10.34,1.93,0.0
21150112:0609,0.0,0.0,0.0,9.7,1.59,0.0
21150112:0709,0.0,0.0,0.0,9.66,1.17,0.0
21150112:0809,4731.61,93.03,5.86,9.02,1.66,0.0
21150112:0909,17123.8,278.63,15.93,11.19,1.31,0.0
21150112:1009,42838.72,704.45,24.46,15.14,1.24,0.0
21150112:1109,50605.57,861.45,30.76,17.53,0.97,0.0
21150112:1209,54550.85,962.92,34.04,19.17,0.41,0.0
21150112:1309,53512.54,946.97,33.78,20.09,0.41,0.0
21150112:1409,49522.47,853.39,30.02,20.42,1.03,0.0
21150112:1509,37933.3,632.87,23.35,20.54,1.66,0.0
21150112:1609,18923.39,316.28,14.57,19.92,1.93,0.0
21150112:1709,5604.46,110.36,4.32,18.35,2.21,0.0
21150112:1809,0.0,0.0,0.0,16.51,2.28,0.0
21150112:1909,0.0,0.0,0.0,16.21,2.0,0.0
21150112:2009,0.0,0.0,0.0,15.35,1.93,0.0
21150112:2109,0.0,0.0,0.0,14.81,1.72,0.0
21150112:2209,0.0,0.0,0.0,14.2,1.52,0.0
21150112:2309,0.0,0.0,0.0,13.91,1.1,0.0
21150113:0009,0.0,0.0,0.0,13.41,0.97,0.0
21150113:0109,0.0,0.0,0.0,12.73,1.31,0.0
21150113:0209,0.0,0.0,0.0,12.57,1.52,0.0
21150113:0309,0.0,0.0,0.0,12.79,1.72,0.0
21150113:0409,0.0,0.0,0.0,12.8,1.79,0.0
21150113:0509,0.0,0.0,0.0,12.77,1.72,0.0
21150113:0609,0.0,0.0,0.0,12.57,1.72,0.0
21150113:0709,0.0,0.0,0.0,12.99,1.1,0.0
21150113:0809,5917.16,114.69,5.9,12.88,1.45,0.0
21150113:0909,6582.81,120.0,16.0,14.55,0.97,0.0
21150113:1009,9265.87,164.66,24.56,18.36,0.41,0.0
21150113:1109,42318.04,727.89,30.88,20.65,0.41,0.0
21150113:1209,20661.5,347.9,34.2,20.85,1.31,0.0
21150113:1309,11274.95,196.97,33.96,19.88,1.93,0.0
21150113:1409,8117.51,146.33,30.21,18.7,1.86,0.0
21150113:1509,7762.29,140.31,23.54,18.09,1.59,0.0
21150113:1609,3174.14,66.6,14.75,17.44,1.45,0.0
21150113:1709,797.71,24.86,4.49,16.74,1.45,0.0
21150113:1809,0.0,0.0,0.0,16.09,1.52,0.0
21150113:1909,0.0,0.0,0.0,15.65,1.1,0.0
21150113:2009,0.0,0.0,0.0,15.46,1.1,0.0
21150113:2109,0.0,0.0,0.0,15.28,1.17,0.0
21150113:2209,0.0,0.0,0.0,14.91,1.17,0.0
21150113:2309,0.0,0.0,0.0,14.32,1.17,0.0
21150114:0009,0.0,0.0,0.0,13.52,1.31,0.0
21150114:0109,0.0,0.0,0.0,12.74,1.72,0.0
21150114:0209,0.0,0.0,0.0,12.26,1.72,0.0
21150114:0309,0.0,0.0,0.0,11.94,1.79,0.0
21150114:0409,0.0,0.0,0.0,11.56,1.86,0.0
21150114:0509,0.0,0.0,0.0,11.09,1.79,0.0
21150114:0609,0.0,0.0,0.0,10.75,1.72,0.0
21150114:0709,0.0,0.0,0.0,10.94,1.66,0.0
21150114:0809,9087.51,166.95,5.95,10.8,1.52,0.0
21150114:0909,12023.32,202.75,16.07,12.69,0.62,0.0
21150114:1009,42702.86,716.57,24.65,15.13,0.14,0.0
21150114:1109,13490.47,229.06,31.01,16.5,0.9,0.0
21150114:1209,14550.03,245.7,34.36,17.16,1.72,0.0
21150114:1309,44723.32,736.96,34.14,17.44,2.41,0.0
21150114:1409,39622.08,646.96,30.4,17.6,2.62,0.0
21150114:1509,20103.63,329.83,23.73,17.61,2.62,0.0
21150114:1609,27679.21,450.96,14.93,17.33,2.48,0.0
21150114:1709,8002.9,148.83,4.67,16.45,2.14,0.0
21150114:1809,0.0,0.0,0.0,14.84,2.07,0.0
21150114:1909,0.0,0.0,0.0,14.17,2.0,0.0
21150114:2009,0.0,0.0,0.0,13.33,1.86,0.0
21150114:2109,0.0,0.0,0.0,12.72,1.72,0.0
21150114:2209,0.0,0.0,0.0,12.01,1.52,0.0
21150114:2309,0.0,0.0,0.0,11.75,1.31,0.0
21150115:0009,0.0,0.0,0.0,11.3,1.31,0.0
21150115:0109,0.0,0.0,0.0,10.38,1.45,0.0
21150115:0209,0.0,0.0,0.0,9.74,1.45,0.0
21150115:0309,0.0,0.0,0.0,9.67,1.59,0.0
21150115:0409,0.0,0.0,0.0,9.63,1.45,0.0
21150115:0509,0.0,0.0,0.0,9.68,1.45,0.0
21150115:0609,0.0,0.0,0.0,9.66,1.52,0.0
21150115:0709,0.0,0.0,0.0,10.47,1.38,0.0
21150115:0809,4918.32,96.93,6.0,10.98,1.52,0.0
21150115:0909,18637.25,303.85,16.14,12.53,1.31,0.0
21150115:1009,41226.6,677.25,24.76,14.35,0.9,0.0
21150115:1109,51326.62,864.79,31.15,15.88,1.1,0.0
21150115:1209,51155.08,863.34,34.53,17.09,1.45,0.0
21150115:1309,42670.22,705.7,34.33,17.73,2.0,0.0
21150115:1409,46314.18,765.44,30.6,18.05,2.48,0.0
21150115:1509,41633.43,680.97,23.93,17.78,2.55,0.0
21150115:1609,28630.24,464.92,15.12,16.98,2.69,0.0
21150115:1709,8574.42,157.4,4.85,15.8,2.28,0.0
21150115:1809,0.0,0.0,0.0,14.25,1.86,0.0
21150115:1909,0.0,0.0,0.0,13.52,1.59,0.0
21150115:2009,0.0,0.0,0.0,12.68,1.93,0.0
21150115:2109,0.0,0.0,0.0,12.51,2.28,0.0
21150115:2209,0.0,0.0,0.0,12.35,2.48,0.0
21150115:2309,0.0,0.0,0.0,12.32,2.97,0.0
21150116:0009,0.0,0.0,0.0,12.24,3.24,0.0
21150116:0109,0.0,0.0,0.0,12.17,3.45,0.0
21150116:0209,0.0,0.0,0.0,11.95,3.66,0.0
21150116:0309,0.0,0.0,0.0,11.75,4.0,0.0
21150116:0409,0.0,0.0,0.0,11.61,4.28,0.0
21150116:0509,0.0,0.0,0.0,11.66,4.48,0.0
21150116:0609,0.0,0.0,0.0,11.78,4.76,0.0
21150116:0709,0.0,0.0,0.0,11.71,3.45,0.0
21150116:0809,4640.53,92.49,6.06,11.75,2.28,0.0
21150116:0909,3096.72,63.78,16.23,11.74,2.55,0.0
21150116:1009,7804.8,136.99,24.87,11.83,3.03,0.0
21150116:1109,12794.46,212.86,31.3,12.34,3.03,0.0
21150116:1209,6014.32,109.75,34.71,12.19,3.31,0.0
21150116:1309,13344.74,221.33,34.53,12.44,3.24,0.0
21150116:1409,32926.94,521.03,30.8,12.9,3.31,0.0
21150116:1509,15810.73,257.6,24.13,13.01,3.45,0.0
21150116:1609,9767.57,166.7,15.31,12.83,3.03,0.0
21150116:1709,4116.06,82.56,5.03,12.49,2.83,0.0
21150116:1809,0.0,0.0,0.0,11.61,2.69,0.0
21150116:1909,0.0,0.0,0.0,11.4,2.69,0.0
21150116:2009,0.0,0.0,0.0,10.63,2.34,0.0
21150116:2109,0.0,0.0,0.0,10.32,1.79,0.0
21150116:2209,0.0,0.0,0.0,9.6,1.45,0.0
21150116:2309,0.0,0.0,0.0,9.09,1.45,0.0
21150117:0009,0.0,0.0,0.0,8.78,1.45,0.0
21150117:0109,0.0,0.0,0.0,8.22,1.59,0.0
21150117:0209,0.0,0.0,0.0,8.03,1.38,0.0
21150117:0309,0.0,0.0,0.0,7.61,1.1,0.0
21150117:0409,0.0,0.0,0.0,6.89,1.52,0.0
21150117:0509,0.0,0.0,0.0,6.91,1.79,0.0
21150117:0609,0.0,0.0,0.0,7.23,1.86,0.0
21150117:0709,0.0,0.0,0.0,6.77,1.86,0.0
21150117:0809,6440.87,120.03,6.13,6.29,2.07,0.0
21150117:0909,29941.03,472.59,16.32,8.21,1.79,0.0
21150117:1009,44721.8,713.3,24.99,10.17,1.79,0.0
21150117:1109,53902.66,880.39,31.45,11.36,1.72,0.0
21150117:1209,39385.27,636.17,34.89,12.36,1.38,0.0
21150117:1309,38595.15,623.19,34.73,13.0,1.59,0.0
21150117:1409,36123.85,580.16,31.01,13.33,1.86,0.0
21150117:1509,46065.23,749.23,24.33,13.02,1.52,0.0
21150117:1609,19004.6,308.44,15.5,12.83,1.24,0.0
21150117:1709,7678.04,140.75,5.21,12.38,0.76,0.0
21150117:1809,0.0,0.0,0.0,11.26,0.55,0.0
21150117:1909,0.0,0.0,0.0,10.17,1.24,0.0
21150117:2009,0.0,0.0,0.0,10.13,1.03,0.0
21150117:2109,0.0,0.0,0.0,10.17,0.97,0.0
21150117:2209,0.0,0.0,0.0,7.74,1.93,0.0
21150117:2309,0.0,0.0,0.0,7.39,2.0,0.0
21150118:0009,0.0,0.0,0.0,7.2,2.14,0.0
21150118:0109,0.0,0.0,0.0,7.59,2.34,0.0
21150118:0209,0.0,0.0,0.0,7.87,2.55,0.0
21150118:0309,0.0,0.0,0.0,8.28,2.69,0.0
21150118:0409,0.0,0.0,0.0,8.74,2.9,0.0
21150118:0509,0.0,0.0,0.0,9.01,3.1,0.0
21150118:0609,0.0,0.0,0.0,9.27,3.45,0.0
21150118:0709,0.0,0.0,0.0,9.82,4.0,0.0
21150118:0809,2442.46,53.9,6.2,9.32,4.9,0.0
21150118:0909,20121.09,317.45,16.41,9.34,5.45,0.0
21150118:1009,15925.34,254.85,25.12,9.9,5.93,0.0
21150118:1109,9811.59,165.96,31.61,10.53,5.59,0.0
21150118:1209,10536.44,177.28,35.08,11.23,6.14,0.0
21150118:1309,20127.92,319.71,34.94,11.75,6.69,0.0
21150118:1409,2810.58,59.09,31.23,12.06,6.83,0.0
21150118:1509,4580.57,87.24,24.54,12.11,7.17,0.0
21150118:1609,5095.93,95.1,15.7,11.88,6.41,0.0
21150118:1709,617.83,20.64,5.4,12.13,6.14,0.0
21150118:1809,0.0,0.0,0.0,11.78,4.76,0.0
21150118:1909,0.0,0.0,0.0,11.92,3.66,0.0
21150118:2009,0.0,0.0,0.0,12.04,3.38,0.0
21150118:2109,0.0,0.0,0.0,12.12,3.59,0.0
21150118:2209,0.0,0.0,0.0,12.0,3.86,0.0
21150118:2309,0.0,0.0,0.0,12.01,3.86,0.0
21150119:0009,0.0,0.0,0.0,11.96,4.14,0.0
21150119:0109,0.0,0.0,0.0,11.84,4.41,0.0
21150119:0209,0.0,0.0,0.0,11.67,5.17,0.0
21150119:0309,0.0,0.0,0.0,11.39,5.93,0.0
21150119:0409,0.0,0.0,0.0,11.27,6.41,0.0
21150119:0509,0.0,0.0,0.0,11.44,6.41,0.0
21150119:0609,0.0,0.0,0.0,11.13,6.69,0.0
21150119:0709,0.0,0.0,0.0,10.72,7.52,0.0
21150119:0809,10777.8,193.8,6.27,10.6,6.97,0.0
21150119:0909,11931.48,197.43,16.51,11.01,6.0,0.0
21150119:1009,42022.79,651.92,25.25,11.5,5.86,0.0
21150119:1109,44027.31,685.38,31.78,11.92,6.0,0.0
21150119:1209,40423.58,631.57,35.28,12.49,5.86,0.0
21150119:1309,20199.27,321.34,35.16,11.91,6.21,0.0
21150119:1409,29931.17,467.34,31.45,12.14,5.86,0.0
21150119:1509,18997.01,302.73,24.76,12.13,5.38,0.0
21150119:1609,9631.71,163.6,15.9,11.9,4.76,0.0
21150119:1709,12732.98,219.29,5.59,11.46,3.86,0.0
21150119:1809,0.0,0.0,0.0,10.7,3.38,0.0
21150119:1909,0.0,0.0,0.0,10.48,2.34,0.0
21150119:2009,0.0,0.0,0.0,10.08,1.72,0.0
21150119:2109,0.0,0.0,0.0,9.23,1.52,0.0
21150119:2209,0.0,0.0,0.0,8.46,1.45,0.0
21150119:2309,0.0,0.0,0.0,8.36,1.45,0.0
21150120:0009,0.0,0.0,0.0,8.45,1.66,0.0
21150120:0109,0.0,0.0,0.0,8.41,1.93,0.0
21150120:0209,0.0,0.0,0.0,8.67,2.34,0.0
21150120:0309,0.0,0.0,0.0,8.88,2.62,0.0
21150120:0409,0.0,0.0,0.0,8.78,2.83,0.0
21150120:0509,0.0,0.0,0.0,8.77,2.9,0.0
21150120:0609,0.0,0.0,0.0,8.83,2.9,0.0
21150120:0709,0.0,0.0,0.0,8.82,2.83,0.0
21150120:0809,10816.51,194.26,6.35,8.95,3.03,0.0
21150120:0909,29516.75,464.94,16.62,9.7,3.17,0.0
21150120:1009,41611.42,652.14,25.39,11.1,3.79,0.0
21150120:1109,54458.25,865.39,31.95,12.07,4.28,0.0
21150120:1209,59734.82,956.65,35.48,13.18,4.97,0.0
21150120:1309,49824.56,790.95,35.38,14.25,5.52,0.0
21150120:1409,22408.72,357.48,31.67,14.16,5.79,0.0
21150120:1509,2959.34,61.91,24.97,13.57,5.66,0.0
21150120:1609,7070.84,125.24,16.11,11.98,5.38,0.0
21150120:1709,0.0,5.63,5.78,10.94,5.52,0.0
21150120:1809,0.0,0.0,0.0,10.27,4.21,0.0
21150120:1909,0.0,0.0,0.0,10.45,4.0,0.0
21150120:2009,0.0,0.0,0.0,9.86,4.28,0.0
21150120:2109,0.0,0.0,0.0,9.63,3.72,0.0
21150120:2209,0.0,0.0,0.0,9.52,2.9,0.0
21150120:2309,0.0,0.0,0.0,9.14,3.03,0.0
21150121:0009,0.0,0.0,0.0,8.86,2.69,0.0
21150121:0109,0.0,0.0,0.0,8.37,1.86,0.0
21150121:0209,0.0,0.0,0.0,8.25,1.38,0.0
21150121:0309,0.0,0.0,0.0,7.82,1.31,0.0
21150121:0409,0.0,0.0,0.0,7.12,1.86,0.0
21150121:0509,0.0,0.0,0.0,6.63,2.34,0.0
21150121:0609,0.0,0.0,0.0,6.84,2.48,0.0
21150121:0709,0.0,0.0,0.0,7.47,1.93,0.0
21150121:0809,7774.44,143.01,6.44,7.62,1.72,0.0
21150121:0909,7095.13,124.83,16.73,8.79,1.45,0.0
21150121:1009,31030.96,490.63,25.53,10.47,1.72,0.0
21150121:1109,45132.42,724.49,32.13,11.64,2.07,0.0
21150121:1209,42305.14,675.84,35.69,12.65,2.83,0.0
21150121:1309,55240.78,891.13,35.61,13.11,3.66,0.0
21150121:1409,46329.36,735.1,31.9,13.13,4.14,0.0
21150121:1509,44359.76,699.27,25.19,12.82,4.28,0.0
21150121:1609,34025.21,537.28,16.31,12.66,3.79,0.0
21150121:1709,13328.8,228.95,5.97,12.09,2.83,0.0
21150121:1809,0.0,0.0,0.0,11.15,2.48,0.0
21150121:1909,0.0,0.0,0.0,10.84,2.62,0.0
21150121:2009,0.0,0.0,0.0,10.57,3.03,0.0
21150121:2109,0.0,0.0,0.0,10.45,3.31,0.0
21150121:2209,0.0,0.0,0.0,10.23,3.52,0.0
21150121:2309,0.0,0.0,0.0,10.13,3.72,0.0
21150122:0009,0.0,0.0,0.0,10.17,3.72,0.0
21150122:0109,0.0,0.0,0.0,9.78,3.66,0.0
21150122:0209,0.0,0.0,0.0,9.75,3.24,0.0
21150122:0309,0.0,0.0,0.0,9.81,3.03,0.0
21150122:0409,0.0,0.0,0.0,9.87,2.97,0.0
21150122:0509,0.0,0.0,0.0,10.05,3.03,0.0
21150122:0609,0.0,0.0,0.0,10.06,3.03,0.0
21150122:0709,0.0,0.0,0.0,10.61,3.1,0.0
21150122:0809,1710.03,41.11,6.53,10.96,2.9,0.0
21150122:0909,14591.78,238.96,16.85,11.39,2.83,0.0
21150122:1009,31234.37,491.75,25.68,12.25,3.59,0.0
21150122:1109,25395.38,403.1,32.31,12.77,3.79,0.0
21150122:1209,46579.83,740.43,35.9,13.21,4.21,0.0
21150122:1309,16121.16,264.09,35.84,13.73,4.14,0.0
21150122:1409,6816.58,122.88,32.13,13.95,4.07,0.0
21150122:1509,26146.03,414.36,25.42,13.39,3.79,0.0
21150122:1609,13952.7,229.98,16.52,13.65,3.79,0.0
21150122:1709,9198.32,163.51,6.17,13.05,3.38,0.0
21150122:1809,0.0,0.0,0.0,12.39,2.76,0.0
21150122:1909,0.0,0.0,0.0,12.23,2.48,0.0
21150122:2009,0.0,0.0,0.0,11.9,2.14,0.0
21150122:2109,0.0,0.0,0.0,11.84,1.93,0.0
21150122:2209,0.0,0.0,0.0,11.71,2.0,0.0
21150122:2309,0.0,0.0,0.0,11.48,2.07,0.0
21150123:0009,0.0,0.0,0.0,11.49,1.86,0.0
21150123:0109,0.0,0.0,0.0,11.41,1.79,0.0
21150123:0209,0.0,0.0,0.0,11.28,1.86,0.0
21150123:0309,0.0,0.0,0.0,11.19,1.72,0.0
21150123:0409,0.0,0.0,0.0,11.01,1.66,0.0
21150123:0509,0.0,0.0,0.0,10.03,1.52,0.0
21150123:0609,0.0,0.0,0.0,9.91,1.1,0.0
21150123:0709,0.0,0.0,0.0,9.9,1.1,0.0
21150123:0809,2452.33,54.39,6.63,10.61,0.69,0.0
21150123:0909,11966.39,201.17,16.97,11.45,0.28,0.0
21150123:1009,25098.61,409.38,25.84,14.39,0.48,0.0
21150123:1109,23899.39,388.39,32.5,14.01,1.03,0.0
21150123:1209,49800.27,824.2,36.12,14.55,1.66,0.0
21150123:1309,55103.4,911.91,36.08,15.13,2.48,0.0
21150123:1409,29267.8,470.54,32.37,15.28,2.83,0.0
21150123:1509,38592.87,619.8,25.65,15.13,2.83,0.0
21150123:1609,11044.97,187.73,16.74,14.77,2.48,0.0
21150123:1709,6868.95,127.17,6.37,14.16,1.93,0.0
21150123:1809,0.0,0.0,0.0,12.94,1.66,0.0
21150123:1909,0.0,0.0,0.0,12.13,1.38,0.0
21150123:2009,0.0,0.0,0.0,11.22,1.1,0.0
21150123:2109,0.0,0.0,0.0,10.94,1.03,0.0
21150123:2209,0.0,0.0,0.0,10.21,1.03,0.0
21150123:2309,0.0,0.0,0.0,9.22,1.24,0.0
21150124:0009,0.0,0.0,0.0,8.61,1.45,0.0
21150124:0109,0.0,0.0,0.0,8.37,1.66,0.0
21150124:0209,0.0,0.0,0.0,8.36,1.79,0.0
21150124:0309,0.0,0.0,0.0,8.8,1.72,0.0
21150124:0409,0.0,0.0,0.0,8.49,1.86,0.0
21150124:0509,0.0,0.0,0.0,8.35,1.86,0.0
21150124:0609,0.0,0.0,0.0,8.24,1.79,0.0
21150124:0709,0.0,0.0,0.0,8.44,2.0,0.0
21150124:0809,7514.1,139.06,6.73,8.64,1.86,0.0
21150124:0909,28048.09,447.09,17.1,10.07,1.66,0.0
21150124:1009,34532.22,554.72,26.0,12.23,1.17,0.0
21150124:1109,25096.34,406.35,32.7,14.02,1.38,0.0
21150124:1209,12696.55,214.48,36.35,14.94,2.28,0.0
21150124:1309,36326.5,585.89,36.32,15.45,2.83,0.0
21150124:1409,36387.98,584.73,32.62,15.47,3.1,0.0
21150124:1509,44473.6,715.3,25.88,15.26,3.31,0.0
21150124:1609,4600.3,88.64,16.95,14.72,3.31,0.0
21150124:1709,6367.25,118.65,6.56,13.9,2.97,0.0
21150124:1809,0.0,0.0,0.0,12.49,2.97,0.0
21150124:1909,0.0,0.0,0.0,11.79,2.69,0.0
21150124:2009,0.0,0.0,0.0,11.07,2.55,0.0
21150124:2109,0.0,0.0,0.0,10.48,2.28,0.0
21150124:2209,0.0,0.0,0.0,9.89,2.21,0.0
21150124:2309,0.0,0.0,0.0,9.38,2.34,0.0
21150125:0009,0.0,0.0,0.0,9.07,2.48,0.0
21150125:0109,0.0,0.0,0.0,8.66,2.41,0.0
21150125:0209,0.0,0.0,0.0,8.14,2.34,0.0
21150125:0309,0.0,0.0,0.0,7.75,2.41,0.0
21150125:0409,0.0,0.0,0.0,7.45,2.28,0.0
21150125:0509,0.0,0.0,0.0,7.16,2.28,0.0
21150125:0609,0.0,0.0,0.0,6.91,2.21,0.0
21150125:0709,0.0,0.0,0.0,6.37,1.86,0.0
21150125:0809,10574.39,188.37,6.84,5.85,1.59,0.0
21150125:0909,30323.57,483.17,17.24,8.52,0.97,0.0
21150125:1009,44571.52,721.93,26.17,11.64,1.24,0.0
21150125:1109,53193.76,880.04,32.9,13.46,1.59,0.0
21150125:1209,57747.0,973.88,36.59,14.77,1.59,0.0
21150125:1309,58804.28,992.16,36.57,15.63,1.93,0.0
21150125:1409,54470.39,904.26,32.86,15.91,2.34,0.0
21150125:1509,46660.28,762.51,26.11,15.7,2.28,0.0
21150125:1609,33081.02,535.58,17.17,15.19,1.93,0.0
21150125:1709,13773.57,238.47,6.76,14.25,1.52,0.0
21150125:1809,0.0,0.0,0.0,12.85,1.72,0.0
21150125:1909,0.0,0.0,0.0,11.43,1.72,0.0
21150125:2009,0.0,0.0,0.0,10.29,1.45,0.0
21150125:2109,0.0,0.0,0.0,10.43,0.9,0.0
21150125:2209,0.0,0.0,0.0,9.15,1.17,0.0
21150125:2309,0.0,0.0,0.0,6.91,2.0,0.0
21150126:0009,0.0,0.0,0.0,6.53,2.07,0.0
21150126:0109,0.0,0.0,0.0,6.29,2.07,0.0
21150126:0209,0.0,0.0,0.0,5.9,2.0,0.0
21150126:0309,0.0,0.0,0.0,5.54,1.86,0.0
21150126:0409,0.0,0.0,0.0,5.36,1.86,0.0
21150126:0509,0.0,0.0,0.0,5.27,1.72,0.0
21150126:0609,0.0,0.0,0.0,5.27,1.72,0.0
21150126:0709,0.0,0.0,0.0,5.41,1.79,0.0
21150126:0809,11193.73,198.32,6.96,5.48,1.66,0.0
21150126:0909,30746.33,488.14,17.38,8.01,1.1,0.0
21150126:1009,44162.42,723.17,26.34,11.56,0.55,0.0
21150126:1109,51936.09,887.65,33.11,13.8,0.14,0.0
21150126:1209,56315.52,976.07,36.83,15.35,0.48,0.0
21150126:1309,57369.77,987.93,36.83,16.3,1.03,0.0
21150126:1409,53543.66,906.78,33.12,16.76,1.38,0.0
21150126:1509,46291.41,766.71,26.35,16.7,1.66,0.0
21150126:1609,33115.93,539.27,17.39,16.13,1.79,0.0
21150126:1709,14156.11,245.2,6.97,15.02,1.59,0.0
21150126:1809,0.0,0.0,0.0,13.4,1.79,0.0
21150126:1909,0.0,0.0,0.0,12.07,1.24,0.0
21150126:2009,0.0,0.0,0.0,12.04,0.76,0.0
21150126:2109,0.0,0.0,0.0,11.86,0.55,0.0
21150126:2209,0.0,0.0,0.0,10.02,1.17,0.0
21150126:2309,0.0,0.0,0.0,7.23,2.07,0.0
21150127:0009,0.0,0.0,0.0,6.51,1.93,0.0
21150127:0109,0.0,0.0,0.0,6.43,1.86,0.0
21150127:0209,0.0,0.0,0.0,6.14,1.79,0.0
21150127:0309,0.0,0.0,0.0,5.68,1.79,0.0
21150127:0409,0.0,0.0,0.0,5.42,1.72,0.0
21150127:0509,0.0,0.0,0.0,5.39,1.66,0.0
21150127:0609,0.0,0.0,0.0,5.14,1.59,0.0
21150127:0709,0.0,0.0,0.0,5.56,1.79,0.0
21150127:0809,9234.75,165.8,7.08,5.86,1.79,0.0
21150127:0909,29458.31,468.29,17.53,8.82,1.31,0.0
21150127:1009,44541.92,724.31,26.52,12.2,1.17,0.0
21150127:1109,52061.33,877.15,33.33,14.08,0.76,0.0
21150127:1209,56124.26,955.95,37.07,15.27,1.1,0.0
21150127:1309,56881.74,967.34,37.09,16.0,1.45,0.0
21150127:1409,53977.8,910.61,33.37,16.36,1.52,0.0
21150127:1509,46923.66,776.6,26.59,16.36,1.66,0.0
21150127:1609,33160.71,538.75,17.61,15.93,1.93,0.0
21150127:1709,14686.65,253.46,7.17,14.97,1.72,0.0
21150127:1809,0.0,0.0,0.0,13.38,1.86,0.0
21150127:1909,0.0,0.0,0.0,12.46,1.59,0.0
21150127:2009,0.0,0.0,0.0,12.06,0.83,0.0
21150127:2109,0.0,0.0,0.0,12.27,0.34,0.0
21150127:2209,0.0,0.0,0.0,9.23,1.52,0.0
21150127:2309,0.0,0.0,0.0,7.36,1.79,0.0
21150128:0009,0.0,0.0,0.0,6.62,1.72,0.0
21150128:0109,0.0,0.0,0.0,6.36,1.79,0.0
21150128:0209,0.0,0.0,0.0,6.19,1.79,0.0
21150128:0309,0.0,0.0,0.0,5.95,1.72,0.0
21150128:0409,0.0,0.0,0.0,6.12,1.79,0.0
21150128:0509,0.0,0.0,0.0,6.21,2.0,0.0
21150128:0609,0.0,0.0,0.0,6.12,2.0,0.0
21150128:0709,0.0,0.0,0.0,7.15,2.0,0.0
21150128:0809,5746.39,108.92,7.21,7.66,1.93,0.0
21150128:0909,15830.46,256.59,17.68,9.32,1.52,0.0
21150128:1009,21201.91,341.96,26.71,12.04,1.1,0.0
21150128:1109,45216.67,744.9,33.55,14.05,1.17,0.0
21150128:1209,52767.2,882.26,37.32,15.07,1.59,0.0
21150128:1309,36181.53,588.61,37.35,15.49,1.93,0.0
21150128:1409,44651.21,732.07,33.63,15.77,2.07,0.0
21150128:1509,38371.25,622.13,26.84,15.71,2.14,0.0
21150128:1609,30974.03,500.79,17.84,15.28,2.0,0.0
21150128:1709,12273.03,213.69,7.38,14.53,1.52,0.0
21150128:1809,0.0,0.0,0.0,13.34,1.38,0.0
21150128:1909,0.0,0.0,0.0,12.1,0.83,0.0
